001;021;2014;10;0007608;00054000000
001;037;2014;10;0007889;00056000000
001;051;2014;10;0018033;00128000000
001;052;2014;10;0011552;00082000000
001;053;2014;10;0014793;00105000000
001;054;2014;10;0023387;00166000000
001;021;2014;11;0008312;00064749722
001;037;2014;11;0008827;00067386468
001;051;2014;11;0021716;00172000000
001;052;2014;11;0014519;00115000000
001;053;2014;11;0016413;00130000000
001;054;2014;11;0027398;00217000000
001;021;2014;12;0021162;00174099523
001;037;2014;12;0028199;00240015994
001;051;2014;12;0057995;00522000000
001;052;2014;12;0035553;00320000000
001;053;2014;12;0041885;00377000000
001;054;2014;12;0075216;00677000000
